protein	contrast	estimate	pvalue
MME	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0786809924649908	0.797120959672222
MMGT1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0261491334906071	0.987783397588364
MMS19	LB-NL- vs (LB+NL+ and LB-NL+)	-0.016985966000727	0.981411992865964
MOB1A	LB-NL- vs (LB+NL+ and LB-NL+)	-0.199303993144874	0.0809932849797554
MOBP	LB-NL- vs (LB+NL+ and LB-NL+)	0.167482510725746	0.727860250496481
MOCS1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0705581915496016	0.705832176881808
MOG	LB-NL- vs (LB+NL+ and LB-NL+)	-0.107101585845929	0.737080426339872
MOGS	LB-NL- vs (LB+NL+ and LB-NL+)	-0.165460750875843	0.360467192924495
MPC1	LB-NL- vs (LB+NL+ and LB-NL+)	0.136344091822076	0.813566723270267
MPC2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0308808697085782	0.900656107545931
MPI	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0721403586358853	0.490914643438381
MPP1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0430388447870256	0.915396432383079
MPP2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0654688815836116	0.652934270585399
MPP6	LB-NL- vs (LB+NL+ and LB-NL+)	0.0290468953348716	0.982094672200567
MPST	LB-NL- vs (LB+NL+ and LB-NL+)	0.0164203513819339	0.988224348901819
MPV17	LB-NL- vs (LB+NL+ and LB-NL+)	0.0705042587887722	0.767637559709311
MRAS	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0223085296798378	0.932666657408401
MRI1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.163658270208641	0.246092426160708
MROH1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0841583925554156	0.450033026886283
MRPL12	LB-NL- vs (LB+NL+ and LB-NL+)	0.0896052263575728	0.778134536398759
MRPL44	LB-NL- vs (LB+NL+ and LB-NL+)	0.0794445903001972	0.52810945166282
MRPL47	LB-NL- vs (LB+NL+ and LB-NL+)	0.0101538753996648	0.995547214773898
MRPL53	LB-NL- vs (LB+NL+ and LB-NL+)	-0.03901874264226	0.918259531407909
MRPS27	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0925845003423298	0.777746571415082
MRPS36	LB-NL- vs (LB+NL+ and LB-NL+)	-0.039689174604997	0.80289717425582
MSN	LB-NL- vs (LB+NL+ and LB-NL+)	-0.121835747462845	0.321543758784813
MT-ATP6	LB-NL- vs (LB+NL+ and LB-NL+)	0.23808761528644	0.15881736070338
MT-ATP8	LB-NL- vs (LB+NL+ and LB-NL+)	-0.00953532953863186	0.995736402480081
MT-CO1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0808118333610045	0.828797543635782
MT-CO2	LB-NL- vs (LB+NL+ and LB-NL+)	0.0204799384911266	0.955069062911401
MT-CO3	LB-NL- vs (LB+NL+ and LB-NL+)	-0.166522295240506	0.321173841885677
MT-ND1	LB-NL- vs (LB+NL+ and LB-NL+)	0.057197773063716	0.958562816538047
MT-ND4	LB-NL- vs (LB+NL+ and LB-NL+)	-0.334849531463991	0.0844289696308659
MT3	LB-NL- vs (LB+NL+ and LB-NL+)	-0.281231949913105	0.297658616863172
MTAP	LB-NL- vs (LB+NL+ and LB-NL+)	-0.149451093062008	0.0380360826582272
MTCH1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0347442883823318	0.956724907143659
MTCH2	LB-NL- vs (LB+NL+ and LB-NL+)	0.0402153251667172	0.880243672231298
MTFR1L	LB-NL- vs (LB+NL+ and LB-NL+)	0.296291069182601	0.0355104422829188
MTHFD1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0560802283606956	0.831829150365779
MTM1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0403167133592204	0.927165002323754
MTMR10	LB-NL- vs (LB+NL+ and LB-NL+)	-0.295341964916807	0.117516340349645
MTMR12	LB-NL- vs (LB+NL+ and LB-NL+)	0.133082569203056	0.30604370383288
MTMR2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0120142044196667	0.981513936916614
MTMR9	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0273812670756637	0.933151642641448
MTOR	LB-NL- vs (LB+NL+ and LB-NL+)	-0.106840824854866	0.334406785226538
MTPN	LB-NL- vs (LB+NL+ and LB-NL+)	0.0792623224595364	0.569655674343562
MTSS1L	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0169884796772114	0.983590032314623
MTURN	LB-NL- vs (LB+NL+ and LB-NL+)	-0.100677500154437	0.58685011841372
MTX1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.083940939854379	0.546326296899945
MTX2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0244397639922109	0.885910306801866
MTX3	LB-NL- vs (LB+NL+ and LB-NL+)	-0.154360431230377	0.256438311989714
MUT	LB-NL- vs (LB+NL+ and LB-NL+)	0.00826142027979836	0.991565614099237
MVP	LB-NL- vs (LB+NL+ and LB-NL+)	0.0497328345053528	0.930893115657586
MX1	LB-NL- vs (LB+NL+ and LB-NL+)	0.317838850084287	0.709478209768103
MXRA7	LB-NL- vs (LB+NL+ and LB-NL+)	0.172407615536904	0.38338853522713
MYCBP2	LB-NL- vs (LB+NL+ and LB-NL+)	0.184280417117199	0.310557449165277
MYDGF	LB-NL- vs (LB+NL+ and LB-NL+)	0.10500160483589	0.234335987653401
MYH10	LB-NL- vs (LB+NL+ and LB-NL+)	0.0542265369947865	0.682285417640206
MYH11	LB-NL- vs (LB+NL+ and LB-NL+)	-0.141324036323775	0.938783004538434
MYH14	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0634554665365213	0.657035591190763
MYH9	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0550693363848013	0.60829058552002
MYL1	LB-NL- vs (LB+NL+ and LB-NL+)	0.194911468573257	0.399492099464087
MYL12A	LB-NL- vs (LB+NL+ and LB-NL+)	0.0925621457735353	0.527965205314212
MYL6	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0753496605276087	0.497814247460892
MYL6B	LB-NL- vs (LB+NL+ and LB-NL+)	0.166460657337563	0.38660662271041
MYL9	LB-NL- vs (LB+NL+ and LB-NL+)	-0.21377790028698	0.727135041297779
MYLK	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0689047364894561	0.796550520474541
MYO18A	LB-NL- vs (LB+NL+ and LB-NL+)	0.0259263061874981	0.888658837530622
MYO1C	LB-NL- vs (LB+NL+ and LB-NL+)	-0.199408055240503	0.330579028227779
MYO1D	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0116535819094729	0.995915499831057
MYO5A	LB-NL- vs (LB+NL+ and LB-NL+)	0.0550199088452792	0.479589326739593
MYO6	LB-NL- vs (LB+NL+ and LB-NL+)	-0.101458113499905	0.350761870614504
MYPN	LB-NL- vs (LB+NL+ and LB-NL+)	-0.302764321662901	0.190942314253363
NAA15	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0766739960441977	0.489149782864796
NACA	LB-NL- vs (LB+NL+ and LB-NL+)	0.00170991626679932	0.999629780129867
NACAD	LB-NL- vs (LB+NL+ and LB-NL+)	0.233751449546944	0.0600472031386484
NADK2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.104193747115438	0.125877867126425
NAE1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.103671113806592	0.157174603286386
NAGK	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0757361392112044	0.426169782020807
NAMPT	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0450875218797499	0.949450286852576
NANS	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0375938823490382	0.646507880332059
NAP1L1	LB-NL- vs (LB+NL+ and LB-NL+)	0.099094310223666	0.328593909152419
NAP1L4	LB-NL- vs (LB+NL+ and LB-NL+)	0.0635879154780111	0.353730764045836
NAP1L5	LB-NL- vs (LB+NL+ and LB-NL+)	0.13863163306628	0.45359782719543
NAPA	LB-NL- vs (LB+NL+ and LB-NL+)	0.086932153807977	0.114850785403322
NAPB	LB-NL- vs (LB+NL+ and LB-NL+)	0.0769891482794407	0.31624182011716
NAPEPLD	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0582632370389741	0.848897852875698
NAPG	LB-NL- vs (LB+NL+ and LB-NL+)	0.0150449119173656	0.935627865918206
NAPRT	LB-NL- vs (LB+NL+ and LB-NL+)	0.00910521199690167	0.998114718412718
NARS	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0242630269166393	0.93702042068661
NBAS	LB-NL- vs (LB+NL+ and LB-NL+)	0.0641504935995171	0.675581010171723
NCAM1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0615055209368633	0.367544007125221
NCAM2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0577177250712855	0.743290945551615
NCAN	LB-NL- vs (LB+NL+ and LB-NL+)	0.0798978303635513	0.925154371893168
NCDN	LB-NL- vs (LB+NL+ and LB-NL+)	0.196752051801268	0.163656509212387
NCEH1	LB-NL- vs (LB+NL+ and LB-NL+)	0.00515111736672227	0.998802781906292
NCKAP1	LB-NL- vs (LB+NL+ and LB-NL+)	0.033930380508195	0.894184413667659
NCKIPSD	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0303397606873726	0.860369777524036
NCL	LB-NL- vs (LB+NL+ and LB-NL+)	-0.140379590245544	0.281172283394561
NCOA7	LB-NL- vs (LB+NL+ and LB-NL+)	0.0571575733395678	0.701496831100106
NCS1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0277512408827704	0.968400144169774
NCSTN	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0175532277166106	0.985371177978375
NDRG1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0697870929206177	0.830052883629023
NDRG2	LB-NL- vs (LB+NL+ and LB-NL+)	0.00374434308550632	0.998237473586535
NDRG3	LB-NL- vs (LB+NL+ and LB-NL+)	-0.105124317147162	0.355507014070245
NDRG4	LB-NL- vs (LB+NL+ and LB-NL+)	0.107696608217441	0.202037955217045
NDUFA1	LB-NL- vs (LB+NL+ and LB-NL+)	0.253114534723635	0.0523707686295586
NDUFA10	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0191635400117475	0.932711358023126
NDUFA11	LB-NL- vs (LB+NL+ and LB-NL+)	-0.00831026619531604	0.993768482180566
NDUFA12	LB-NL- vs (LB+NL+ and LB-NL+)	0.0387503296030136	0.893370452670929
NDUFA13	LB-NL- vs (LB+NL+ and LB-NL+)	0.0474678518791933	0.683929188691994
NDUFA2	LB-NL- vs (LB+NL+ and LB-NL+)	0.0290641739036854	0.909438482643769
NDUFA4	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0166490464081252	0.969831919130342
NDUFA5	LB-NL- vs (LB+NL+ and LB-NL+)	0.00990660755328763	0.98550721284692
NDUFA6	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0116578048890934	0.985710420053764
NDUFA7	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0839190215912592	0.56372857078234
NDUFA8	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0151704261639853	0.969041139546217
NDUFA9	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0221837183619551	0.907321675727593
NDUFAB1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0694141875785849	0.770440623793192
NDUFAF2	LB-NL- vs (LB+NL+ and LB-NL+)	0.0421284844239983	0.843964756737117
NDUFAF4	LB-NL- vs (LB+NL+ and LB-NL+)	0.0460123007935769	0.723011695081712
NDUFB1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0104164231164197	0.997862916147257
NDUFB10	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0444320246033969	0.743240831353507
NDUFB11	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0490843124930769	0.694903801779119
NDUFB2	LB-NL- vs (LB+NL+ and LB-NL+)	0.050411067363769	0.786054220475493
NDUFB3	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0136880734690414	0.983071138317137
NDUFB4	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0490252651439063	0.637729995278707
NDUFB5	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0739851122059419	0.633939897551836
NDUFB6	LB-NL- vs (LB+NL+ and LB-NL+)	0.0267160889665712	0.92545106302029
NDUFB7	LB-NL- vs (LB+NL+ and LB-NL+)	0.0382503432318524	0.822655746256459
NDUFB8	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0486585210400775	0.76317778256443
NDUFB9	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0412215156363617	0.777976897258672
NDUFC2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0201240546305392	0.953989524170953
NDUFS1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0130928276756184	0.961311664251236
NDUFS2	LB-NL- vs (LB+NL+ and LB-NL+)	6.66718166445965e-05	0.999999064647031
NDUFS3	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0448569392446937	0.565224673738083
NDUFS4	LB-NL- vs (LB+NL+ and LB-NL+)	0.0299725957896773	0.904907898220962
NDUFS5	LB-NL- vs (LB+NL+ and LB-NL+)	-0.00395124983877964	0.997056436191044
NDUFS6	LB-NL- vs (LB+NL+ and LB-NL+)	-0.113615501359287	0.189151999158435
NDUFS7	LB-NL- vs (LB+NL+ and LB-NL+)	-0.050356352913917	0.825808893731144
NDUFS8	LB-NL- vs (LB+NL+ and LB-NL+)	-0.00495766073215706	0.995945330695326
NDUFV1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0186429679849466	0.940347502570541
NDUFV2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0101945198647568	0.976477610819304
NDUFV3	LB-NL- vs (LB+NL+ and LB-NL+)	0.0600497791371254	0.828840568944016
NEBL	LB-NL- vs (LB+NL+ and LB-NL+)	0.147906340997741	0.49342698766996
NECAB1	LB-NL- vs (LB+NL+ and LB-NL+)	0.180791650399137	0.291398966642975
NECAB2	LB-NL- vs (LB+NL+ and LB-NL+)	0.326338384078581	0.311248161544668
NECAP1	LB-NL- vs (LB+NL+ and LB-NL+)	0.156437519655692	0.271949039649868
NEDD8	LB-NL- vs (LB+NL+ and LB-NL+)	0.0302133674934077	0.967602825587567
NEFH	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0714452501464476	0.852307588446934
NEFL	LB-NL- vs (LB+NL+ and LB-NL+)	-0.046089100004227	0.897314794646706
NEFM	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0422177626655807	0.922238926190623
NEGR1	LB-NL- vs (LB+NL+ and LB-NL+)	0.103144121814743	0.371149984938968
NELL2	LB-NL- vs (LB+NL+ and LB-NL+)	0.115168202150499	0.356022255332276
NENF	LB-NL- vs (LB+NL+ and LB-NL+)	0.0969312088046451	0.558988405951476
NEO1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0305239248725886	0.895005098398855
NES	LB-NL- vs (LB+NL+ and LB-NL+)	0.0847892697804819	0.718773950975248
NF1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.149739917989785	0.292558513529661
NFASC	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0109109478352784	0.96672288148262
NFS1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0364582663504022	0.823231130273182
NHP2L1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.142327019738179	0.344910187654714
NID1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.177323221029956	0.202096341620793
NID2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.250805522402428	0.0693090857356088
NIF3L1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0186121040103209	0.941189038150494
NINJ1	LB-NL- vs (LB+NL+ and LB-NL+)	0.156467419675242	0.504142628789687
NINJ2	LB-NL- vs (LB+NL+ and LB-NL+)	0.0289974533543589	0.97540663020391
NIPSNAP1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0877086273188775	0.341159266029304
NIPSNAP3A	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0107465421697568	0.981708866832741
NIPSNAP3B	LB-NL- vs (LB+NL+ and LB-NL+)	0.00011384107819723	0.999999601224194
NISCH	LB-NL- vs (LB+NL+ and LB-NL+)	0.114561134460736	0.268574963610167
NIT1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0584887723773726	0.575893011488811
NIT2	LB-NL- vs (LB+NL+ and LB-NL+)	0.101852482997338	0.457079984715924
NLN	LB-NL- vs (LB+NL+ and LB-NL+)	0.064419664214942	0.620226645798127
NLRX1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0511056755710368	0.898295055339676
NME1	LB-NL- vs (LB+NL+ and LB-NL+)	0.00522688725480119	0.995075453464775
NME2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.000650550636533644	0.999934911025374
NME3	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0748632946968147	0.569284108983433
NMT1	LB-NL- vs (LB+NL+ and LB-NL+)	0.00209916836373131	0.999436933870621
NNT	LB-NL- vs (LB+NL+ and LB-NL+)	0.0557032066949421	0.415348144122148
NOL3	LB-NL- vs (LB+NL+ and LB-NL+)	-0.092061349329406	0.722839738266138
NOLC1	LB-NL- vs (LB+NL+ and LB-NL+)	0.206326402821707	0.32243936048345
NOMO1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0341711433771968	0.941948693261924
NONO	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0702559303994597	0.788102602523816
NOP58	LB-NL- vs (LB+NL+ and LB-NL+)	0.0368995205515623	0.921311992135488
NOS1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.217751292772994	0.20651406305611
NOVA2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0945224791182508	0.590565270574785
NPC1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0401169658687303	0.936450732458841
NPC2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0525292521474321	0.827987601161803
NPDC1	LB-NL- vs (LB+NL+ and LB-NL+)	0.271016528264602	0.0559296045851101
NPEPPS	LB-NL- vs (LB+NL+ and LB-NL+)	0.0238436239537721	0.703332657099426
NPLOC4	LB-NL- vs (LB+NL+ and LB-NL+)	0.171106444744484	0.00543870669832225
NPM1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0918401372646026	0.300010262021881
NPTN	LB-NL- vs (LB+NL+ and LB-NL+)	0.06838804847671	0.728406505343804
NPTX1	LB-NL- vs (LB+NL+ and LB-NL+)	0.141623050672907	0.621235517763035
NQO1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.335092102306893	0.454721890007207
NQO2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.161931011604624	0.585830250207029
NRBP1	LB-NL- vs (LB+NL+ and LB-NL+)	0.13903103694321	0.0124561486070969
NRBP2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.105801245952084	0.518340122143268
NRCAM	LB-NL- vs (LB+NL+ and LB-NL+)	-0.116528413452651	0.163009478981867
NRGN	LB-NL- vs (LB+NL+ and LB-NL+)	0.572183890503283	0.240882479950392
NRXN1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0800013388508962	0.681723776492259
NRXN3	LB-NL- vs (LB+NL+ and LB-NL+)	0.152628830822071	0.328361969314521
NSF	LB-NL- vs (LB+NL+ and LB-NL+)	0.0475656386131812	0.719182907889929
NSFL1C	LB-NL- vs (LB+NL+ and LB-NL+)	0.000369047867316508	0.999969988440208
NT5C	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0697432334833079	0.880406930520065
NT5C2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.00833036517592952	0.993516583996705
NT5DC1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.00515320609816663	0.998762433464518
NT5E	LB-NL- vs (LB+NL+ and LB-NL+)	-0.149305792349799	0.214854006972573
NTM	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0421137065134819	0.826354388366618
NTMT1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0683854858443182	0.793555408922785
NTPCR	LB-NL- vs (LB+NL+ and LB-NL+)	0.0892151912784244	0.798758739655575
NTRK2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.112476058827129	0.47017772198634
NTS	LB-NL- vs (LB+NL+ and LB-NL+)	0.20893660664397	0.0756147135383121
NUCB1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0774609984116513	0.772051828868977
NUCKS1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0377808744827996	0.955625778682898
NUDC	LB-NL- vs (LB+NL+ and LB-NL+)	0.0934280741517026	0.739982792805462
NUDCD2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.119710453587069	0.0422603694116193
NUDCD3	LB-NL- vs (LB+NL+ and LB-NL+)	0.195970321114646	0.0507467840158882
NUDT14	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0312039758734658	0.971691625518463
NUDT2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.01616878040096	0.975081170222253
NUDT3	LB-NL- vs (LB+NL+ and LB-NL+)	0.00574752535673349	0.995104363906646
NUDT4	LB-NL- vs (LB+NL+ and LB-NL+)	-0.225074586743463	0.0495426747992904
NUDT5	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0587469643518048	0.701028372531975
NUDT9	LB-NL- vs (LB+NL+ and LB-NL+)	0.00704194060908179	0.99000081091737
NUMA1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.191255778732515	0.345185305352076
NUMBL	LB-NL- vs (LB+NL+ and LB-NL+)	0.0355595343793467	0.746220073965097
NUP85	LB-NL- vs (LB+NL+ and LB-NL+)	-0.111446326329812	0.650095584177765
NUTF2	LB-NL- vs (LB+NL+ and LB-NL+)	0.099788960538766	0.0512444695263813
OAT	LB-NL- vs (LB+NL+ and LB-NL+)	0.0935738531878528	0.478085964519548
OCIAD1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0416464307954853	0.529542882159166
OCIAD2	LB-NL- vs (LB+NL+ and LB-NL+)	0.0403173436317884	0.907644788909822
OCRL	LB-NL- vs (LB+NL+ and LB-NL+)	0.0889493688429572	0.691475198556299
OGDH	LB-NL- vs (LB+NL+ and LB-NL+)	-0.00272204929013444	0.99832457260153
OGDHL	LB-NL- vs (LB+NL+ and LB-NL+)	0.0378203366897576	0.83358830155554
OGFR	LB-NL- vs (LB+NL+ and LB-NL+)	-0.149599963202619	0.395242193006342
OGT	LB-NL- vs (LB+NL+ and LB-NL+)	0.0693248394791019	0.779578451275451
OLA1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0287242311594229	0.763824417820508
OMG	LB-NL- vs (LB+NL+ and LB-NL+)	-0.150986988232955	0.354772105308294
OPA1	LB-NL- vs (LB+NL+ and LB-NL+)	0.15608025335253	0.148220000266922
OPA3	LB-NL- vs (LB+NL+ and LB-NL+)	0.0310054268277139	0.717135391021036
OPALIN	LB-NL- vs (LB+NL+ and LB-NL+)	-0.156445399016598	0.690903056216872
OPCML	LB-NL- vs (LB+NL+ and LB-NL+)	0.0467959334788784	0.875959048408044
OPTN	LB-NL- vs (LB+NL+ and LB-NL+)	0.206847075653453	0.0188494843831571
ORM1	LB-NL- vs (LB+NL+ and LB-NL+)	0.125517245673244	0.896722933282164
ORM2	LB-NL- vs (LB+NL+ and LB-NL+)	0.132744616700678	0.660790843461133
OSBP	LB-NL- vs (LB+NL+ and LB-NL+)	0.0834535213796676	0.405267321873564
OSBPL10	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0995180503290882	0.678142343357636
OSBPL1A	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0407070279663705	0.926005189302069
OSBPL2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.139424840732952	0.249794276790691
OSBPL8	LB-NL- vs (LB+NL+ and LB-NL+)	0.0937602245121128	0.766076474049967
OSBPL9	LB-NL- vs (LB+NL+ and LB-NL+)	0.0148309305319912	0.994526521060612
OSTF1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0279804776734225	0.901327470187049
OTUB1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0241409402521418	0.877587212818646
OXCT1	LB-NL- vs (LB+NL+ and LB-NL+)	0.100649156213025	0.237057079296721
OXR1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.071466566458101	0.761681970954253
OXSM	LB-NL- vs (LB+NL+ and LB-NL+)	0.156359844446492	0.00146311591301185
OXSR1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0975542824235634	0.245004805114503
P2RX7	LB-NL- vs (LB+NL+ and LB-NL+)	-0.115399614848249	0.828673370046023
P4HB	LB-NL- vs (LB+NL+ and LB-NL+)	0.0983042537491362	0.141310424880701
PA2G4	LB-NL- vs (LB+NL+ and LB-NL+)	-0.13324509010204	0.122534348395747
PABPC1	LB-NL- vs (LB+NL+ and LB-NL+)	0.00262143065543926	0.998751058436041
PABPC1L2A	LB-NL- vs (LB+NL+ and LB-NL+)	-0.117029258023194	0.674123657783154
PACS1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0968879091756138	0.532344882049938
PACS2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0681412995997069	0.877603728868445
PACSIN1	LB-NL- vs (LB+NL+ and LB-NL+)	0.072199535186967	0.639879929577002
PACSIN2	LB-NL- vs (LB+NL+ and LB-NL+)	0.0264905176580112	0.951776528009673
PADI2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.310550346699759	0.000181295478019816
PAFAH1B1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0195978236779484	0.893446747248922
PAFAH1B2	LB-NL- vs (LB+NL+ and LB-NL+)	0.0488569972572601	0.72509588952107
PAFAH1B3	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0703276993147773	0.393580003677034
PAICS	LB-NL- vs (LB+NL+ and LB-NL+)	-0.140482082952644	0.20530454290646
PAIP1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0820338054230479	0.560870260643576
PAK1	LB-NL- vs (LB+NL+ and LB-NL+)	0.125856026994474	0.0617062023326067
PAK2	LB-NL- vs (LB+NL+ and LB-NL+)	0.00286887541034804	0.998708756941992
PAK3	LB-NL- vs (LB+NL+ and LB-NL+)	0.0056951539842164	0.998518014464041
PALM	LB-NL- vs (LB+NL+ and LB-NL+)	0.123873971869756	0.287968108933212
PALM2	LB-NL- vs (LB+NL+ and LB-NL+)	0.0247818869009954	0.967753740939235
PAM	LB-NL- vs (LB+NL+ and LB-NL+)	0.389474774060847	0.0621441516765773
PANK4	LB-NL- vs (LB+NL+ and LB-NL+)	0.091926585452051	0.410087675646293
PARK7	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0527431737498023	0.405700588821594
PARP1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.196649984425736	0.06150585800195
PBXIP1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.174141854609787	0.265606148710954
PC	LB-NL- vs (LB+NL+ and LB-NL+)	-0.108822197269679	0.076719870274486
PCBD1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0883260409691694	0.637550737708328
PCBD2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.141430539532078	0.0663504029812437
PCBP1	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0388013140337925	0.644332958393259
PCBP2	LB-NL- vs (LB+NL+ and LB-NL+)	-0.0698250419677955	0.753728230918092
PCCA	LB-NL- vs (LB+NL+ and LB-NL+)	-0.00733054543262364	0.989764471164804
PCCB	LB-NL- vs (LB+NL+ and LB-NL+)	0.0458834228967295	0.591688368275415
PCDH1	LB-NL- vs (LB+NL+ and LB-NL+)	0.0860034250862407	0.864420293191058
PCDH10	LB-NL- vs (LB+NL+ and LB-NL+)	0.130737843379725	0.0545608484376888
